Number Of Sentences	First Words	First POS tags	First Phrases
2	There,it	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
4	Located,Its,It,It	VBN,PRP$,PRP,PRP	VP,NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	Near,It	IN,PRP	PP,NP
2	Near,Prices	IN,NNS	PP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NN	NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
3	If,Its,It	IN,PRP$,PRP	SBAR,NP,NP
1	XNAMEX	NNP	NP
2	Located,It	VBN,PRP	VP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Have	NNP,PRP,VB	NP,NP,VP
2	Near,They	NNP,PRP	NP,NP
3	XNAMEX,It,Have	NNP,PRP,VB	NP,NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
3	XNAMEX,The,The	NNP,DT,DT	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	The,It,The	DT,PRP,DT	NP,NP,NP
1	XNAMEX	NNP	NP
1	In	IN	PP
2	Come,Cheap	VB,JJ	VP,NP
1	Near	IN	PP
3	XNAMEX,With,Located	NNP,IN,VBN	NP,PP,VP
2	XNAMEX,This	NNP,DT	NP,NP
2	Located,It	VBN,PRP	VP,NP
1	You	PRP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	coffee	NN	NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,it	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
3	For,It,It	IN,PRP,PRP	PP,NP,NP
3	XNAMEX,It,XNAMEX	NNP,PRP,NNP	NP,NP,NP
3	XNAMEX,It,While	NNP,PRP,IN	NP,NP,SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	Near,It,It	IN,PRP,PRP	PP,NP,NP
4	There,It,It,It	EX,PRP,PRP,PRP	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	On,Customer	IN,NN	PP,NP
3	XNAMEX,It,Family	NNP,PRP,NNP	NP,NP,NP
2	An,They	DT,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	The	DT	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	Not	RB	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	Welcome,We,Our,Our	VB,PRP,PRP$,PRP$	VP,NP,NP,NP
4	Welcome,We,Our,Our	VB,PRP,PRP$,PRP$	VP,NP,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
1	coffee	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
2	English,It	JJ,PRP	NP,NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Inexpensive	NNP,RB	NP,ADVP
1	A	DT	NP
1	Family	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	With	IN	PP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Although	NNP,IN	NP,SBAR
2	A,English	DT,JJ	NP,NP
2	Located,With	VBN,IN	VP,PP
3	Near,They,The	IN,PRP,DT	PP,NP,NP
3	XNAMEX,It,Prices	NNP,PRP,NNS	NP,NP,NP
2	If,It	IN,PRP	SBAR,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	A,Located,It	DT,VBN,PRP	NP,VP,NP
2	A,The	DT,DT	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
3	XNAMEX,XNAMEX,They	NNP,NNP,PRP	NP,NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,Serving	NNP,VBG	NP,VP
1	XNAMEX	NNP	NP
1	Beside	RB	ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Kids	NNP,NNP	NP,NP
1	XNAMEX	NNP	NP
1	For	IN	PP
3	XNAMEX,This,This	NNP,DT,DT	NP,NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	In,They	IN,PRP	PP,NP
3	XNAMEX,This,It	NNP,DT,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	A,It	DT,PRP	NP,NP
2	A,They	DT,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
3	The,It,It	DT,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Although	NNP,IN	NP,SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	Burger	NNP	NP
2	Near,It	IN,PRP	PP,NP
3	XNAMEX,It,This	NNP,PRP,DT	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	Burger	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Despite,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	family-friendly,It,Low	JJ,PRP,NNP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NN,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NN,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,XNAMEX,Their	NNP,NNP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,They,They,XNAMEX	NNP,PRP,PRP,NNP	NP,NP,NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Along,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
2	A,XNAMEX	DT,NNP	NP,NP
3	XNAMEX,A,You	NNP,DT,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	Near,Customer	NNP,NN	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	By	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	Located,They	VBN,PRP	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,They,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
3	XNAMEX,XNAMEX,XNAMEX	NNP,NNP,NNP	NP,NP,NP
3	XNAMEX,Customers,XNAMEX	NNP,NNS,NNP	NP,NP,NP
4	In,It,The,It	IN,PRP,DT,PRP	PP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
1	Near	IN	PP
4	XNAMEX,It,It,The	NNP,PRP,PRP,DT	NP,NP,NP,NP
1	Near	IN	PP
2	A,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	Located,The,It	VBN,DT,PRP	VP,NP,NP
3	XNAMEX,Located,The	NNP,VBN,DT	NP,VP,NP
2	Located,It	VBN,PRP	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,A	NN,DT	NP,NP
2	If,The	IN,DT	SBAR,NP
1	Serving	VBG	VP
1	A	DT	NP
2	XNAMEX,Located	NNP,VBN	NP,VP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,We	NNP,PRP	NP,NP
3	XNAMEX,We,Join	NNP,PRP,NNP	NP,NP,NP
3	The,It,I	DT,PRP,PRP	NP,NP,NP
2	The,It	DT,PRP	NP,NP
3	The,It,I	DT,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
2	If,It	IN,PRP	SBAR,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Located,The	VBN,DT	VP,NP
2	coffee,Serving	NN,VBG	NP,VP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	Although	IN	SBAR
2	A,The	DT,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
2	There,They	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,You	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Rated,The	VBN,DT	VP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,The	EX,DT	NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	In	IN	PP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	Cheap,It	JJ,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,XNAMEX	NNP,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Although	NNP,IN	NP,SBAR
2	In,Customer	IN,NN	PP,NP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Situated,The	VBN,DT	VP,NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	There,called	EX,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Customer	NNP,NN	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	located	VBN	VP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,customer	NNP,PRP,NN	NP,NP,NP
2	The,The	DT,DT	NP,NP
2	The,The	DT,DT	NP,NP
2	There,It	EX,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
4	XNAMEX,It,the,It	NNP,PRP,DT,PRP	NP,NP,NP,NP
2	There,XNAMEX	EX,NNP	NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
3	XNAMEX,If,Previous	NNP,IN,JJ	NP,SBAR,NP
3	The,The,It	DT,DT,PRP	NP,NP,NP
2	XNAMEX,Though	NNP,NNP	NP,NP
2	The,XNAMEX	DT,NNP	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Customer	NNP,PRP,NN	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,XNAMEX	EX,NNP	NP,NP
2	There,Customer	EX,NN	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
1	In	IN	PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,with	NNP,IN	NP,PP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Chinese,They	JJ,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Looking	VBG	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	For	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	The,It,XNAMEX	DT,PRP,NNP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,It	IN,PRP	PP,NP
2	The,The	DT,DT	NP,NP
1	XNAMEX	NN	NP
2	Riverside,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
1	There	EX	NP
1	There	EX	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,This	NNP,DT	NP,NP
2	Located,With	VBN,IN	VP,PP
1	XNAMEX	NNP	NP
1	In	IN	PP
1	With	IN	PP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Prices	NNP,NNS	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
1	If	IN	SBAR
1	XNAMEX	NNP	NP
3	XNAMEX,It,You	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	XNAMEX,They	NN,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
1	With	IN	PP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
1	You	PRP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Serving	VBG	VP
1	XNAMEX	NNP	NP
1	For	IN	PP
1	XNAMEX	NNP	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
1	XNAMEX	NN	NP
2	Customers,Located	NNS,VBN	NP,VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	The	DT	NP
3	There,It,its	EX,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
1	High	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,They	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Customer	NNP,PRP,NN	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	XNAMEX,They,Golden	NNP,PRP,NNP	NP,NP,NP
2	XNAMEX,Previous	NN,JJ	NP,NP
2	If,It	IN,PRP	SBAR,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Located	NNP,VBN	NP,VP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	For,Although	IN,IN	PP,SBAR
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	In,It	IN,PRP	PP,NP
2	Somewhere,The	NNP,DT	NP,NP
1	Located	VBN	VP
3	There,It,The	EX,PRP,DT	NP,NP,NP
2	For,Located	IN,VBN	PP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	With	IN	PP
1	XNAMEX	NNP	NP
1	English	NNP	NP
2	XNAMEX,Despite	NNP,IN	NP,PP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
2	With,XNAMEX	IN,NNP	PP,NP
1	There	EX	NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
1	In	IN	PP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Down,The	RB,DT	ADVP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NN	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
4	There,It,Its,Customer	EX,PRP,PRP$,NN	NP,NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,The	EX,DT	NP,NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	coffee,It	NN,PRP	NP,NP
2	Based,It	VBN,PRP	PP,NP
2	coffee,It	NN,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Is	NNP,VBZ	NP,VP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
1	By	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	coffee	NN	NP
1	XNAMEX	VBG	VP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,near	NNP,IN	NP,PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Chinese	JJ	NP
3	XNAMEX,It,it	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	coffee,XNAMEX	NN,NNP	NP,NP
2	In,Prices	IN,NNS	PP,NP
1	coffee	NN	NP
2	There,It	EX,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	You,XNAMEX	PRP,NNP	NP,NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	In	IN	PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	A	DT	NP
1	Moderately	RB	ADVP
1	The	DT	NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	near,located	IN,VBN	PP,VP
3	XNAMEX,is,on	NNP,VBZ,IN	NP,VP,PP
1	At	IN	PP
1	There	EX	NP
2	XNAMEX,Price	NNP,NNP	NP,NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
2	On,It	IN,PRP	PP,NP
1	XNAMEXs	RB	ADVP
1	XNAMEX	NNP	NP
2	There,They	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
2	A,XNAMEX	DT,NNP	NP,NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	in	IN	PP
1	XNAMEX	NNP	NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	On,This	IN,DT	PP,NP
1	By	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Sitting	VBG	VP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,This	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	There	EX	NP
1	Visit	NNP	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	There	EX	NP
1	On	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
1	XNAMEX	JJ	NP
1	XNAMEX	NNP	NP
1	There	RB	ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
1	Situated	VBN	VP
1	XNAMEX	NNP	NP
3	XNAMEX,it,Price	NNP,PRP,NNP	NP,NP,NP
3	XNAMEX,It,They	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Located,It	NNP,PRP	NP,NP
3	XNAMEX,It,They	NNP,PRP,PRP	NP,NP,NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
2	XNAMEX,Near	NNP,IN	NP,PP
2	XNAMEX,Near	NNP,IN	NP,PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,Its	IN,PRP$	PP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Their	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Customers	NNS	NP
1	If	IN	SBAR
1	XNAMEX	NNP	NP
1	In	IN	PP
1	XNAMEX	NNP	NP
1	An	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
